## File 1 is the mountains and valleys file, one line each, File 2 are local minima in large mountains
## Valley, Mountain, Minima Detection, Run on 2024-04-27
## Input score file: chr9.corboxscores.corcut.p45.4000.500.txt
## Output File 1 (companion file): chr9.p45.mnts.valleys.tsv
## Output File 2 (this file): chr9.p45.4500.mnts.minima.tsv
## Number of variants in score file: 342401
## Minimum Mountain to Find Minima: 4500
## Window Size (Variants) to Score Minima: 200
## Highest Allowed Minima (Box Score): 1000
## Total Number of new Minima Found: 456
## Column Titles: 
## SUBTYPE, POSITION, VARIANTS, BOXSCORE
m236.2	25004388	5244	11
m240.1	25465003	5731	224
m240.2	25477080	382	452
m248.1	25821559	4581	15
m248.2	25892543	2464	26
m250.1	26053854	3586	324
m250.2	26318347	8930	122
m252.1	26454176	4487	360
m252.2	26749008	10163	189
m256.1	27214450	1361	358
m270.1	27838153	3779	375
m270.2	28003775	5608	543
m270.3	28038656	1401	77
m270.4	28060014	1043	407
m282.1	29209648	14315	257
m282.3	29306333	2983	858
m282.4	29334406	826	567
m282.5	29595994	8415	32
m282.6	29658718	1860	779
m282.7	29938879	8756	616
m282.8	30076961	4525	553
m282.9	30118660	1497	171
m284.1	31406437	9631	567
m286.1	31835198	7430	777
m290.1	32344810	2507	68
m290.2	32428088	2336	279
m290.3	32459719	977	389
m294.1	32842387	3104	66
m296.1	33106885	5306	43
m298.1	33416738	6485	57
m298.2	33443046	889	676
m302.1	34549499	26341	147
m302.3	34699455	3830	100
m302.4	34770037	1901	595
m302.5	35112955	9032	495
m302.6	35651228	13372	216
m302.7	35679303	821	345
m302.8	35883921	5469	493
m304.1	35971176	1939	936
m304.2	36032187	1909	235
m304.3	36135776	2747	112
m304.4	36141864	202	8
m304.5	36321852	5353	209
m304.6	36530103	5898	48
m314.1	36951146	2674	189
m314.2	36995592	1487	20
m314.3	37028552	1074	474
m314.4	37380730	9337	115
m314.5	37412853	1226	72
m314.6	37486046	2084	614
m314.7	37623893	4003	534
m314.8	37680043	1671	7
m314.9	37730396	1398	706
m316.1	38289402	3549	16
m316.2	38317172	848	8
m320.1	38505902	3816	80
m338.1	39183414	4958	439
m340.1	40701771	3754	929
m340.2	40873813	2243	28
m344.1	43153050	3835	61
m344.2	43247268	272	26
m344.3	45123912	27974	114
m344.4	45559007	1620	480
m344.5	65477862	4378	85
m344.6	65662986	1382	45
m344.7	66392297	3698	421
m344.8	68513631	20467	208
m344.9	68996291	3131	139
m344.10	70277039	11810	29
m344.11	70783977	1373	54
m344.12	71305928	10381	568
m344.13	71364560	1503	299
m344.14	71611840	6571	47
m346.1	71841250	6335	32
m346.2	71969781	3730	593
m348.1	72466454	4744	961
m350.1	73196410	19110	37
m350.2	73407115	5065	242
m350.4	73484926	2340	342
m352.1	74037210	3746	71
m360.1	74672705	2050	10
m360.2	74896777	6252	100
m362.1	75790868	2454	98
m362.2	76204377	11162	236
m362.3	76229022	712	610
m362.4	76716791	13270	735
m362.5	76787356	2017	138
m364.1	77274254	8240	87
m366.1	77507240	5003	23
m372.1	78065724	6526	60
m378.1	78276051	1752	289
m378.2	78313062	1147	205
m378.3	78503548	5797	31
m392.1	78948440	1544	13
m392.2	79152484	6096	70
m396.1	79303118	2220	524
m396.2	79395016	2870	156
m402.1	79646057	2100	141
m402.2	79712349	2393	452
m402.3	79720092	226	345
m404.1	80198825	4271	13
m404.2	80223808	745	8
m404.3	80931964	20571	190
m404.4	80967181	1156	800
m404.5	81066607	3209	40
m404.6	81155642	2850	12
m406.1	81318122	3912	10
m408.1	81578973	4937	147
m408.2	81625978	1387	123
m414.1	81957160	2318	484
m414.2	82121174	5041	489
m416.1	82450413	3025	232
m420.1	82923745	9620	267
m424.1	84010641	16426	13
m424.2	84103268	2602	78
m424.3	84201816	2978	315
m434.1	85136307	16547	8
m434.2	85362465	6160	994
m434.3	85426234	1836	299
m438.1	85750497	4613	23
m448.1	86769495	1871	9
m450.1	87104328	5354	331
m450.2	87235261	4216	146
m460.1	88017270	6113	605
m460.2	88093354	2365	998
m464.1	88537039	11522	932
m464.2	88722202	5688	550
m470.1	89251613	1776	11
m470.2	89365828	3446	640
m470.3	89373060	240	170
m472.1	89602571	3271	86
m472.2	89670096	1831	606
m472.3	89867889	5812	495
m474.1	90041524	2852	231
m474.2	90075570	1024	459
m482.1	90428985	4271	410
m482.2	90482650	1765	783
m482.3	90490746	281	290
m482.4	90894365	12874	15
m482.5	91202368	10007	202
m482.6	91263210	1924	31
m484.1	91391055	1963	9
m484.2	91570301	5587	105
m486.1	92001149	11362	322
m486.3	92270333	9248	530
m492.1	92848001	5585	105
m496.1	93103090	6276	78
m498.1	93616759	5774	342
m500.1	93832339	5426	86
m500.2	93896398	1824	11
m502.1	94488082	9195	400
m502.2	94555340	2100	94
m502.3	94927589	11422	503
m502.4	95578468	17446	621
m502.5	95808405	6651	91
m502.6	95854929	1454	661
m502.7	95914554	1989	302
m502.8	96485334	17064	79
m504.1	96894396	5923	710
m504.2	97417957	15171	146
m504.3	98129368	19057	794
m506.1	98411994	3066	219
m506.3	98496250	2352	314
m506.4	98546573	1551	8
m506.5	98830562	8014	304
m510.1	99023510	2909	27
m510.2	99083324	1625	16
m510.3	99857261	20876	260
m510.4	100163616	8381	413
m510.5	100280676	2990	167
m512.1	100532140	6033	294
m512.2	100920840	10258	12
m512.3	100927370	223	456
m522.1	101674059	2498	163
m522.2	101726327	1517	35
m522.3	101840556	3482	732
m524.1	102016740	4450	92
m524.2	102282531	7251	10
m524.3	103546223	32379	126
m526.1	103969539	2832	414
m534.1	104738310	3609	257
m536.1	105517282	2834	607
m536.2	105545688	1078	595
m536.3	105747206	6422	355
m542.1	106659468	5400	309
m546.1	107269449	6502	587
m546.2	107580749	9292	39
m546.3	107626900	1454	8
m548.1	107744068	2088	812
m548.3	107830163	2748	70
m550.1	107956165	2485	311
m552.1	108411249	6076	23
m552.2	108755863	10640	311
m552.3	108834458	2348	688
m558.1	109414784	3464	591
m558.2	109507876	2589	966
m558.3	109553793	1343	10
m558.4	109676729	3198	46
m574.1	110431824	2015	489
m574.2	110497335	2076	68
m574.3	110581049	2364	161
m578.1	110759142	2039	22
m580.1	110939223	3182	740
m580.3	111074175	4326	102
m580.4	111141012	2345	251
m580.5	111157479	543	328
m582.1	111627626	4176	168
m590.1	112194898	3657	563
m592.1	112604342	7466	239
m598.1	113013469	4542	96
m598.2	113088758	2310	32
m598.4	113255396	5113	44
m600.1	113469124	3971	904
m600.2	113490948	599	670
m600.3	113581602	2400	700
m600.4	113645908	1951	76
m602.1	114047538	7797	582
m602.2	114074920	719	147
m602.3	114383191	8624	799
m602.4	114392820	244	198
m606.1	114918664	2448	57
m608.1	115675436	7676	28
m616.1	116119756	5863	815
m620.1	116397716	6519	119
m626.1	116500539	2623	997
m628.1	116817113	2617	30
m636.1	117234378	5789	302
m636.2	117304291	2120	515
m638.1	117478995	4843	294
m638.2	117533400	1545	631
m638.3	117699540	4644	33
m638.4	117749880	1592	15
m638.5	117773548	730	451
m638.6	117984383	6236	652
m638.7	118056280	1970	201
m638.8	118069589	345	110
m638.9	118517716	12855	548
m654.1	119485381	10006	624
m658.1	119693556	4573	503
m658.2	119775733	2464	434
m658.3	119802697	867	443
m658.4	119826385	805	729
m660.1	120030761	4579	52
m660.2	120124793	2827	25
m660.3	120178811	1566	281
m660.4	120309537	3871	109
m660.5	120488541	4905	590
m660.6	120535005	1426	692
m660.7	120598984	1794	477
m660.8	120956587	10672	681
m670.1	121782455	7219	8
m672.1	122035055	4741	574
m672.2	122117353	2197	30
m674.1	122441596	5406	17
m674.2	122542164	2916	460
m674.4	122622146	2321	75
m674.5	122876451	7450	872
m674.6	122893954	528	991
m674.7	123081069	5563	539
m674.8	123134958	1610	18
m674.9	123344355	5585	179
m674.10	124370930	27437	8
m674.11	124430251	1617	11
m674.12	124548822	3520	74
m674.13	124679787	4050	31
m674.14	124745412	1981	863
m678.1	125161027	5594	15
m680.1	125395722	4029	27
m680.2	125517285	3577	982
m680.3	126069904	14168	424
m680.5	126183020	3762	9
m680.6	126766200	15687	126
m680.7	126794883	848	674
m688.1	127568769	10985	117
m690.1	128927587	3622	50
m692.1	129283323	6296	126
m692.2	129322026	1206	142
m692.3	129460820	4055	524
m694.1	129613072	4016	282
m694.2	129624678	332	99
m694.3	130311119	18265	47
m694.4	130580908	7569	924
m698.1	130901694	3342	101
m698.2	130999312	2997	558
m698.3	131172672	5205	786
m698.4	131429961	7400	269
m698.5	131682028	7165	259
m698.6	131792494	3134	65
m698.7	131950558	5020	372
m704.1	132189050	2381	8
m710.1	132433004	2317	35
m712.1	132888321	11922	919
m720.1	133320288	3135	49
m720.2	133396534	2397	68
m724.1	133525573	3622	51
m724.2	133552743	896	258
m724.3	133644894	2885	87
m724.4	133769477	3774	264
m730.1	133987554	2563	41
m734.1	134415684	5442	716
m734.2	134434123	638	778
m742.1	134999109	7844	41
m754.1	135583585	5252	364
m756.1	135845619	7719	454
m762.1	135905147	1303	282
m766.1	136112241	2474	373
m766.2	136189507	2677	288
m766.3	136345130	5334	51
m772.1	136541783	2298	75
m774.1	136691928	3266	390
m774.3	136769987	3011	18
m774.4	136790011	885	13
m788.1	137273362	2933	750
m788.2	137338331	2563	54
m788.3	137408398	2314	112
m788.4	137442398	1406	54
m788.5	137516823	2672	12
m792.1	137666711	3237	422
m792.2	137713382	2006	237
m822.1	138275951	2875	452
m834.1	138555779	2294	77
m834.2	138652800	3832	100
m834.3	138667131	737	66
m850.1	139424451	7809	71
m860.1	139910498	12669	598
m860.2	139926681	510	860
m860.3	140096371	6115	145
